selfies,y,fidelity,source_split
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][P][C][=C][N][C][=N][C][Branch2][Ring1][Ring2][C][=C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][#Branch2][Ring2][Ring2][Ring2],1.9614,1,train
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][S][Ring1][=N][C][=C][Ring2][Ring1][Branch1],1.5756,1,train
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-0.5747,1,train
[C][=C][C][=C][Branch2][Ring1][=C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=N][Ring1][=Branch1][C][=C][Ring1][N][C][=C][Ring2][Ring1][=Branch2],0.58,1,train
[N][C][C][=C][NH1][C][=Branch1][C][=S][N][=Ring1][#Branch1],-0.1949,1,train
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][N][Ring1][=Branch1][C][=C][C][Branch2][Ring2][=Branch1][C][=C][S][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][Ring1][=C][NH1][Ring2][Ring1][O],0.725,1,train
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring1][P][C][C][=C][Branch1][P][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O][C][=N][S][N][=C][Ring1][Branch1][C][=Ring2][Ring1][Branch1][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][P][C][#N],2.9483,1,train
[N][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][Ring1][C][#N][C][O][C][=C][C][O][C][=C][Branch1][Ring1][C][#N][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][Ring1][C][#N][=C][Ring1][N][O][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][O][C][Ring2][Ring1][S][=Ring2][Ring1][Branch2],2.9261,1,train
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][=C][C][=N][C][=C][N][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][Ring1][#C],0.0204,1,train
[N][#C][C][=N][C][=C][C][O][C][Branch2][Ring1][P][C][=N][C][=N][C][=N][C][=N][C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][=N][C][=Branch1][Branch1][=N][Ring2][Ring1][C][N][Ring1][P][Ring1][=N][=N][C][=Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][N][O][Ring2][Ring1][#C],3.1446,1,train
[C][C][C][C][C][C][C][C][C][C][C][C][O][C][=C][C][=C][C][Branch1][=Branch1][N][Branch1][C][C][C][=C][C][=C][Ring1][=Branch2][C][=C][Ring1][=N][C][#N],0.1943,1,train
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.9335,1,train
[N][#C][C][Branch1][Ring1][C][#N][=C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch2][C][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=C][Ring1][N][N][Ring1][S][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],2.0791,1,train
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],-0.3595,1,train
[C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2],-1.9996,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[C][C][C][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1],0.5325,1,train
[C][#C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=C][C][Branch2][Ring1][=N][C][=C][Branch1][Ring1][C][#N][C][=C][Branch1][Ring1][C][#N][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring1][S][C][#N][=C][C][=C][Ring2][Ring1][Branch2][N][Ring2][Ring1][=N],1.551,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[O][=C][C][Branch2][Ring2][#Branch1][N][Branch1][S][C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][=C][Ring1][Branch2][F][C][=C][C][=Branch1][O][=C][C][=N][S][N][=C][Ring1][=Branch2][Ring1][Branch1][N][=S][=N][Ring1][O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#C],2.8181,1,train
[C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][Ring2][Ring1][C][=O],1.9471,1,train
[N][#C][C][=C][C][Branch1][Ring1][C][#N][=C][Branch1][=N][C][=N][C][S][C][=N][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][C][C][=C][C][=C][C][Branch2][Ring1][Ring2][C][=C][N][Ring1][Branch1][C][=C][C][=C][C][=N][C][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2][=C][Ring2][Ring1][Ring1],2.3086,1,train
[N][#C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1],-0.5111,1,train
[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O],1.5664,1,train
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][C][=C][Ring1][O],-1.2775,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],-0.5243,1,train
[C][N][C][C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][C][Ring2][Ring1][O],0.2076,1,train
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Ring2][Ring1][O][=C][Ring1][N][Ring2][Ring1][Branch1],1.4504,1,train
[C][#Branch1][#Branch2][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.4963,1,train
[N][C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],-0.846,1,train
[C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2][O],-0.2483,1,train
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][=C][Ring1][#Branch1][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#Branch2],0.1385,1,train
[O][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1],0.4573,1,train
[C][C][=C][C][=C][Branch1][C][C][N][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2],-1.4001,1,train
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-1.9817,1,train
[C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][C][Ring1][=Branch2][=C][Ring1][=N],0.2283,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[C][C][C][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][Ring2][=C][Branch1][Branch2][C][=Branch1][C][=O][C][C][C][C][=C][Ring1][O][O][C][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][Ring1][=N][O][C][O][Ring2][Ring1][Branch2],1.2233,1,train
[O][=C][Branch1][C][O][C][=C][C][=C][Branch2][Ring2][=N][C][=Branch1][C][=O][O][C][=C][N][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][S][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][=C],2.5406,1,train
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],-0.6111,1,train
[N][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][Ring1][C][#N][C][O][C][=C][C][O][C][=C][Branch1][Ring1][C][#N][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][Ring1][C][#N][=C][Ring1][N][O][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][O][C][Ring2][Ring1][S][=Ring2][Ring1][Branch2],2.9261,1,train
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][C][=Branch1][C][=O][O][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=C][C][=Ring1][P][Ring2][Ring1][Branch1],1.5021,1,train
[N][C][=C][C][=C][N][=C][Ring1][=Branch1],-1.471,1,train
[C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][C][=Branch1][#Branch1][=C][Ring2][Ring1][C][Ring1][=C][C][Ring2][Ring1][=Branch1][=O],1.8006,1,train
[C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.9627,1,train
[Cl][C][=C][Branch1][C][Cl][C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][NH1][Ring1][#C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring2][Ring1][Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1],1.546,1,train
[C][C][C][C][C][C][C][Branch1][#Branch1][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][C][=Branch1][#Branch1][=C][Ring2][Ring1][C][Ring1][=C][C][Ring2][Ring1][=Branch1][=O],1.8006,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[C][C][=C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][Branch1][C][O][=C][C][Ring1][#Branch1][=C][Ring1][S][Ring1][O],0.9232,1,train
[C][=C][C][=C][Branch2][Ring1][Branch2][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=Ring1][#C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1],0.0499,1,train
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-1.1142,1,train
[C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2][O],-0.2433,1,train
[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][N][=C][C][=C][Branch2][Ring1][Branch2][C][=N][C][=C][Branch1][#C][C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][O][Ring1][#C][C][=C][C][Ring2][Ring1][Branch1][=N][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][=N],2.7283,1,train
[C][O][C][=Branch1][C][=O][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Ring1][O][C],0.2881,1,train
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],-0.3595,1,train
[N][C][=C][C][=C][N][=C][Ring1][=Branch1],-1.471,1,train
[C][C][O][C][=Branch1][C][=O][C][=C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.0226,1,train
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.0536,1,train
[O][=C][C][=C][Branch1][=C][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2],1.9913,1,train
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1],-0.5536,1,train
[N][#C][C][=C][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][Ring2][C][Branch1][=C][C][=C][C][=C][S][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][C][=C][NH1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][P],1.7081,1,train
[O][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1],1.4047,1,train
[N][#C][C][=C][C][=C][C][C][=C][NH1][C][Ring1][=Branch2][=Ring1][Branch1],-0.0971,1,train
[C][O][C][=C][C][=C][Branch2][Ring1][P][C][#C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][N],1.0246,1,train
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring1][P][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][C][=N][C][=N][C][=N][Ring1][=Branch1][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][P][C][#N],2.8811,1,train
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][NH1][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][#Branch2],-0.2136,1,train
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],-0.6111,1,train
[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C],-0.2543,1,train
[C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.9627,1,train
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][S][Ring1][=N][C][=C][Ring2][Ring1][Branch1],1.6248,1,train
[C][=C][C][=C][Branch2][Ring2][P][C][=C][C][=C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=N][S][N][=C][Ring2][Ring1][N][Ring1][Branch1][C][=C][Ring2][Ring2][C],1.5233,1,train
[C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring1][=C][=O],1.4209,1,train
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-1.0536,1,train
[O][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=C][Ring1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],1.805,1,train
[C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2][O],-0.2483,1,train
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][S][C][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O][C][=C][Ring1][P],0.4002,1,train
[O][=C][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][NH1][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring2][Ring1][=Branch1][Ring1][#Branch2],1.538,1,train
[N][#C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][NH1][C][Ring2][Ring1][Ring2][=O],1.5374,1,train
[O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.9217,1,train
[C][N][Branch1][C][C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2],-0.6032,1,train
[C][O][C][=C][C][=C][C][Branch1][Branch2][C][C][=Branch1][C][=O][N][N][=C][O][C][Ring1][#Branch2][=C][Ring1][=C],-0.4542,1,train
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C],0.1117,1,train
[N][#C][C][=N][C][Branch2][Ring1][Branch2][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][Branch1][Ring1][C][#N][N][=C][Ring2][Ring1][=Branch2][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F],1.6084,1,train
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][Ring1][C][=C][C][=C][C][Branch2][Ring1][#Branch1][C][S][C][Branch1][Branch2][C][=C][N][=C][NH1][Ring1][Branch1][=C][N][=C][C][=N][C][=Ring1][=C][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][S][C][#N],3.1269,1,train
[C][=C][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2],-1.0763,1,train
[C][O][C][=C][C][=C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][#Branch1][O][C],0.348,1,train
[N][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][=N],-1.2263,1,train
[N][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][=N],-1.2281,1,train
[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][P][C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][S][Ring1][#Branch2][C][=C][C][=Branch1][#Branch1][=C][Ring2][Ring1][Ring2][Ring1][S][C][Ring2][Ring1][Branch2][=O],1.7454,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2],1.5107,1,train
[O][=C][Branch1][C][O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][C][C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=N][N][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][O],0.8361,1,train
[C][C][C][Branch2][Ring1][#Branch1][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C][C][C][Ring1][O][C][=C][C][=C][NH1][C][=C][C][=C][Branch1][O][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],0.0431,1,train
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][#C][C][=C][C][=C][C][=N][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][N][Ring1][#C][F][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][N][C][#N],2.9643,1,train
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][N][Ring1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.087,1,train
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][NH1][C][Branch1][Branch2][C][C][=C][S][C][=Ring1][Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C],0.313,1,train
[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring2][Ring2][C][=C][N][=C][C][Branch2][Ring1][C][C][=N][C][=N][C][Branch1][Branch2][C][C][=C][S][C][=Ring1][Branch1][=N][Ring1][O][=C][C][=C][C][Ring1][P][=N][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O][Ring2][Ring2][Ring1],1.7096,1,train
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring1][P][C][C][=C][Branch1][P][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=O][C][=N][S][N][=C][Ring1][Branch1][C][=Ring2][Ring1][Branch1][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][P][C][#N],2.9483,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][P],0.0373,1,train
[C][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],0.7167,1,train
[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.2302,1,train
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][N][C][=C][Branch2][Ring1][Ring1][C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][C][C][Ring1][Branch2][=O][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][Ring2][Ring1][Ring1],0.8411,1,train
[C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=C][C][=N][Ring1][O],-1.909,1,train
[N][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][Ring1][C][#N][C][O][C][=C][C][O][C][=C][Branch1][Ring1][C][#N][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][Ring1][C][#N][=C][Ring1][N][O][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][O][C][Ring2][Ring1][S][=Ring2][Ring1][Branch2],2.9261,1,train
[C][N][C][C][C][C][=C][C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][=Ring1][O][C][=C][Ring1][#C][Ring2][Ring1][Ring1],0.9982,1,train
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=Branch1][C][=O][C][Branch1][C][O][=C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][Ring2][Ring1][C],0.3983,1,train
[N][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0.6331,1,train
[C][O][C][=C][C][=C][Branch1][N][N][C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Ring1][=N],-1.1401,1,train
[C][=C][Branch2][Ring1][#C][C][=N][C][=C][C][=C][Branch1][#C][C][=C][N][=C][C][=N][N][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][Ring1][S][NH1][Ring2][Ring1][Ring1][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][C][Branch1][Ring1][C][#N][=C][Ring1][N][C][#N],2.8614,1,train
[N][#C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-0.7114,1,train
[N][#C][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][C][C][C][Ring1][=Branch1][S][Ring1][O][S][Ring1][S],0.9494,1,train
[N][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2],0.2843,1,train
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Ring1][S],-0.0546,1,train
